customer_id,tenure,monthly_charges,total_charges,num_products,num_complaints,days_since_last_login,contract,payment_method,internet_service,churn
C002221,12,39.81,447.72,1,1,74,month-to-month,mailed_check,fiber,0
C000427,58,101.74,5953.51,4,0,1,two-year,credit_card,fiber,0
C000653,58,56.04,3244.76,5,0,87,month-to-month,mailed_check,dsl,0
C009913,62,60.29,3726.32,4,0,36,month-to-month,credit_card,dsl,0
C003535,6,43.07,177.87,1,0,36,month-to-month,credit_card,fiber,0
C007736,12,51.39,545.98,5,0,23,two-year,electronic_check,dsl,0
C003245,59,36.77,2071.06,1,0,54,two-year,credit_card,fiber,0
C004740,20,71.04,1486.1,1,0,18,month-to-month,electronic_check,dsl,0
C009068,37,84.57,3065.07,3,0,47,month-to-month,electronic_check,dsl,0
C004099,25,117.01,2966.86,3,1,84,month-to-month,electronic_check,dsl,0
C004100,7,51.42,358.04,5,0,23,month-to-month,electronic_check,dsl,0
C006959,41,40.77,1699.32,1,0,9,one-year,electronic_check,fiber,0
C000611,34,91.09,3108.37,2,0,46,one-year,bank_transfer,fiber,0
C004288,56,60.45,3277.64,5,0,68,month-to-month,bank_transfer,none,0
C008570,68,53.11,3595.88,2,0,13,month-to-month,electronic_check,none,0
C009712,38,111.7,4289.17,4,1,75,month-to-month,credit_card,fiber,0
C001543,41,71.8,2930.07,2,2,70,month-to-month,mailed_check,none,0
C009535,42,81.34,3439.56,3,0,28,month-to-month,mailed_check,fiber,0
C003853,26,79.75,2066.53,3,0,24,two-year,bank_transfer,fiber,0
C000554,71,86.21,6199.19,2,0,15,one-year,bank_transfer,dsl,0
C006365,36,112.33,4063.53,3,0,86,month-to-month,bank_transfer,fiber,0
C000511,54,73.72,3987.97,2,1,67,two-year,bank_transfer,fiber,0
C003206,72,59.78,4398.55,3,1,23,month-to-month,electronic_check,fiber,0
C008084,51,68.61,3548.26,5,0,78,month-to-month,bank_transfer,fiber,0
C000967,23,48.65,1091.67,5,0,6,two-year,electronic_check,fiber,0
C006043,54,48.54,2592.57,5,0,84,month-to-month,credit_card,dsl,0
C006879,43,82.02,3603.0,1,1,77,month-to-month,credit_card,dsl,0
C006775,69,22.55,1571.37,1,0,57,month-to-month,credit_card,dsl,0
C003295,58,61.51,3556.15,5,0,65,one-year,mailed_check,fiber,0
C008701,14,50.56,667.39,2,1,4,one-year,credit_card,dsl,0
C003429,22,79.24,1740.24,1,0,81,month-to-month,bank_transfer,fiber,1
C008870,1,55.89,150.76,3,0,40,month-to-month,bank_transfer,fiber,0
C006962,25,95.38,2449.68,3,0,10,month-to-month,mailed_check,none,0
C002088,22,38.11,792.61,5,0,1,one-year,mailed_check,fiber,0
C008499,58,90.7,5343.62,4,0,35,month-to-month,electronic_check,fiber,0
C006162,17,45.0,797.47,3,1,10,two-year,electronic_check,dsl,0
C003210,70,62.86,4431.86,5,0,7,two-year,mailed_check,fiber,0
C009200,33,73.88,2480.99,1,1,70,one-year,bank_transfer,dsl,0
C006605,19,30.11,536.42,4,0,32,two-year,electronic_check,dsl,0
C001109,4,80.03,347.28,2,0,18,month-to-month,mailed_check,dsl,0
C005728,30,97.7,2977.79,2,0,69,month-to-month,mailed_check,dsl,0
C007829,29,33.47,927.84,5,0,59,one-year,electronic_check,none,0
C001038,32,42.01,1390.21,1,0,29,month-to-month,credit_card,dsl,0
C001194,38,24.41,890.86,5,0,7,one-year,bank_transfer,none,0
C004474,62,56.49,3537.71,5,2,63,one-year,electronic_check,dsl,0
C009874,64,61.81,3949.5,3,0,53,one-year,credit_card,fiber,0
C002122,42,115.55,4789.51,1,0,61,one-year,electronic_check,none,0
C004982,14,118.61,1706.08,2,0,22,two-year,credit_card,fiber,0
C008973,56,63.12,3636.47,2,0,57,one-year,electronic_check,dsl,0
C005700,45,96.43,4314.16,1,1,9,two-year,credit_card,dsl,0
C000934,32,46.75,1473.83,5,0,60,two-year,mailed_check,none,0
C006101,64,29.44,1873.96,4,0,88,one-year,bank_transfer,dsl,0
C004689,53,35.22,1917.56,2,1,53,month-to-month,bank_transfer,dsl,0
C000394,52,63.37,3264.39,3,0,75,month-to-month,bank_transfer,fiber,0
C004685,53,20.55,1035.78,3,0,87,one-year,bank_transfer,dsl,0
C008776,60,63.41,3736.86,1,0,35,one-year,bank_transfer,fiber,0
C009165,62,56.7,3542.63,5,0,40,one-year,bank_transfer,dsl,0
C005980,44,53.78,2360.02,2,0,12,month-to-month,electronic_check,fiber,0
C009942,59,84.93,4995.93,5,2,16,one-year,bank_transfer,none,0
C002191,30,47.09,1425.1,2,1,29,month-to-month,credit_card,dsl,0
C001297,49,84.44,4202.67,4,0,13,month-to-month,bank_transfer,fiber,0
C005044,59,53.21,3140.12,5,0,21,month-to-month,mailed_check,fiber,0
C001162,62,54.11,3261.98,2,1,64,month-to-month,mailed_check,fiber,0
C004254,25,102.54,2523.95,2,0,16,month-to-month,electronic_check,fiber,0
C006372,68,32.88,2263.62,4,0,53,one-year,credit_card,fiber,0
C001527,10,22.64,166.38,5,0,10,two-year,electronic_check,dsl,0
C004342,34,103.61,3569.13,4,0,65,month-to-month,bank_transfer,fiber,1
C002030,41,20.1,843.46,3,0,72,month-to-month,credit_card,none,0
C003060,18,84.63,1491.88,3,0,77,month-to-month,electronic_check,dsl,0
C000058,54,80.26,4336.97,2,0,22,month-to-month,credit_card,dsl,0
C002405,60,21.37,1282.32,5,0,65,one-year,electronic_check,none,0
C005006,36,59.58,2209.04,2,0,10,two-year,electronic_check,fiber,0
C006157,44,107.63,4694.2,1,0,47,month-to-month,credit_card,dsl,0
C007375,69,38.98,2753.38,5,1,77,month-to-month,credit_card,fiber,0
C004506,21,77.04,1689.98,4,0,10,month-to-month,electronic_check,dsl,0
C005214,58,90.4,5213.35,4,2,40,two-year,electronic_check,dsl,0
C006029,21,113.67,2377.05,2,0,10,month-to-month,mailed_check,dsl,0
C001780,4,58.07,209.91,4,1,69,one-year,electronic_check,none,0
C005447,30,28.38,886.74,1,1,85,two-year,bank_transfer,fiber,0
C004606,18,70.68,1296.03,2,0,36,month-to-month,electronic_check,dsl,0
C006914,15,118.54,1874.37,5,0,8,one-year,credit_card,dsl,0
C000676,42,36.49,1529.18,1,1,49,one-year,electronic_check,fiber,0
C003582,15,73.44,1102.04,5,0,88,month-to-month,mailed_check,none,0
C003653,38,31.97,1155.15,4,0,40,month-to-month,bank_transfer,fiber,0
C007920,25,75.66,1887.28,1,0,49,one-year,mailed_check,fiber,0
C009499,8,111.02,901.65,2,1,49,one-year,electronic_check,none,0
C002732,68,53.44,3564.38,4,0,72,two-year,electronic_check,fiber,0
C004787,1,57.56,0.0,2,0,79,two-year,bank_transfer,fiber,0
C002754,72,62.45,4512.88,5,0,71,one-year,credit_card,fiber,0
C002337,59,68.83,4072.91,2,0,58,one-year,mailed_check,dsl,0
C003643,36,51.94,1912.88,3,2,44,one-year,bank_transfer,none,0
C007737,45,114.49,5199.75,3,2,65,two-year,mailed_check,dsl,0
C005516,38,26.15,971.51,3,0,78,month-to-month,mailed_check,fiber,0
C005246,43,24.74,1090.58,5,0,85,one-year,mailed_check,dsl,0
C000866,60,102.63,6291.63,1,0,41,month-to-month,bank_transfer,dsl,1
C004447,14,72.66,1069.97,2,0,1,two-year,bank_transfer,fiber,0
C005071,43,110.72,4662.2,1,0,30,month-to-month,credit_card,dsl,1
C004881,72,32.26,2308.94,3,0,7,two-year,electronic_check,dsl,0
C009510,16,115.61,1871.67,4,1,66,month-to-month,electronic_check,none,1
C003002,67,47.81,3222.27,2,0,30,month-to-month,credit_card,dsl,0
C002225,45,30.51,1409.93,3,0,27,one-year,electronic_check,fiber,0
C009056,61,71.76,4277.48,2,0,45,month-to-month,mailed_check,dsl,0
C004826,15,110.95,1622.49,1,0,33,month-to-month,electronic_check,fiber,1
C007621,41,97.81,4058.62,3,1,31,one-year,bank_transfer,fiber,0
C009689,29,107.23,3127.46,4,0,32,month-to-month,electronic_check,fiber,0
C005500,69,56.59,3884.38,4,1,41,month-to-month,electronic_check,dsl,0
C009700,3,117.14,356.96,4,0,30,one-year,credit_card,fiber,0
C008478,46,95.6,4427.17,3,0,28,month-to-month,credit_card,dsl,0
C005502,3,37.1,72.52,1,0,34,month-to-month,electronic_check,fiber,0
C001210,45,23.23,1078.17,5,0,86,month-to-month,electronic_check,dsl,0
C009083,3,57.62,216.58,2,1,36,month-to-month,electronic_check,dsl,0
C002288,68,77.43,5266.33,1,0,56,month-to-month,electronic_check,dsl,0
C002183,47,55.68,2671.52,1,0,2,one-year,credit_card,dsl,0
C002862,61,32.73,2078.53,5,1,7,two-year,bank_transfer,fiber,0
C006861,41,119.54,4917.85,5,0,34,one-year,bank_transfer,fiber,0
C002362,70,109.71,7716.71,4,0,85,month-to-month,credit_card,dsl,0
C008463,3,46.57,47.93,1,0,21,one-year,credit_card,fiber,0
C006332,17,61.31,1006.93,1,0,86,month-to-month,electronic_check,dsl,0
C004064,55,39.51,2134.29,3,0,87,month-to-month,bank_transfer,dsl,0
C009546,2,70.25,69.41,4,0,6,month-to-month,bank_transfer,dsl,0
C000617,20,103.56,2108.23,4,0,46,two-year,credit_card,none,0
C003281,55,79.32,4416.02,5,0,82,month-to-month,bank_transfer,dsl,0
C005226,23,93.8,2257.59,5,0,81,two-year,credit_card,fiber,0
C003397,70,95.68,6691.98,5,0,66,month-to-month,bank_transfer,fiber,0
C003065,40,35.66,1437.14,1,0,83,month-to-month,mailed_check,fiber,0
C000766,45,55.84,2473.53,5,1,10,month-to-month,bank_transfer,none,0
C007078,17,32.62,560.26,2,0,55,month-to-month,bank_transfer,dsl,0
C005279,15,118.38,1725.92,3,0,36,one-year,bank_transfer,dsl,0
C004149,29,31.28,924.84,3,0,42,month-to-month,electronic_check,fiber,0
C001144,24,81.21,2004.5,5,0,84,month-to-month,credit_card,fiber,0
C004248,66,82.41,5494.02,4,0,54,two-year,mailed_check,dsl,0
C004110,1,118.43,57.38,1,0,29,month-to-month,mailed_check,fiber,1
C000462,54,30.62,1751.74,3,0,79,one-year,electronic_check,dsl,0
C002932,12,27.0,284.35,3,0,2,month-to-month,bank_transfer,none,0
C004623,6,94.32,558.44,5,0,46,month-to-month,electronic_check,fiber,0
C003813,32,116.26,3674.58,4,0,16,month-to-month,electronic_check,dsl,0
C006308,29,21.08,642.87,3,0,84,month-to-month,electronic_check,dsl,0
C004341,31,20.42,631.37,5,0,35,month-to-month,credit_card,dsl,0
C005300,5,44.5,337.93,2,1,58,two-year,bank_transfer,fiber,0
C006804,32,87.42,2852.12,5,0,44,month-to-month,electronic_check,dsl,0
C003282,70,59.33,4198.17,3,0,68,one-year,credit_card,fiber,0
C002574,56,20.87,1201.27,4,1,28,month-to-month,electronic_check,fiber,0
C007961,7,81.38,566.02,4,0,55,month-to-month,credit_card,fiber,0
C007879,7,51.35,419.58,1,0,30,month-to-month,bank_transfer,none,0
C000828,63,72.54,4561.44,1,1,61,month-to-month,bank_transfer,fiber,0
C006486,57,115.47,6569.31,1,0,84,one-year,credit_card,fiber,1
C007599,20,59.27,1205.54,4,1,79,month-to-month,credit_card,fiber,0
C002540,21,114.65,2382.71,4,0,89,month-to-month,mailed_check,none,0
C005746,32,69.68,2334.75,5,0,57,one-year,electronic_check,none,0
C008526,37,93.59,3486.75,3,0,44,month-to-month,bank_transfer,fiber,0
C009566,16,86.56,1361.46,2,0,56,month-to-month,bank_transfer,fiber,0
C003742,68,37.02,2467.81,2,0,9,one-year,mailed_check,dsl,0
C007498,42,43.14,1785.76,2,0,22,one-year,bank_transfer,none,0
C003524,21,33.62,722.06,5,0,49,two-year,mailed_check,dsl,0
C000020,37,111.95,4211.9,1,0,26,two-year,electronic_check,fiber,1
C001915,38,108.57,4151.67,2,0,38,one-year,electronic_check,none,0
C006571,46,119.33,5517.23,1,0,43,month-to-month,electronic_check,dsl,0
C009018,9,56.71,516.54,2,0,79,month-to-month,mailed_check,dsl,0
C002012,12,20.55,300.0,1,0,42,one-year,electronic_check,none,0
C005405,28,40.1,1120.84,4,1,37,two-year,electronic_check,none,0
C001295,38,99.6,3776.14,1,0,36,month-to-month,credit_card,dsl,0
C003745,71,60.15,4299.37,4,0,18,one-year,electronic_check,dsl,0
C000591,65,99.11,6369.47,4,0,12,two-year,mailed_check,none,0
C001406,25,116.22,2878.73,2,0,55,two-year,mailed_check,dsl,0
C000221,33,76.09,2501.57,1,0,41,month-to-month,credit_card,dsl,0
C005617,14,87.74,1219.26,3,0,15,month-to-month,electronic_check,fiber,0
C006248,5,45.02,225.01,5,0,43,month-to-month,bank_transfer,fiber,0
C004418,52,72.77,3843.14,1,1,81,one-year,electronic_check,fiber,0
C000858,49,75.44,3715.6,3,0,72,month-to-month,electronic_check,fiber,0
C001783,69,26.08,1813.82,2,1,64,month-to-month,bank_transfer,fiber,0
C007259,14,96.33,1402.53,1,1,80,month-to-month,credit_card,fiber,0
C006856,50,42.3,2190.39,1,0,59,two-year,mailed_check,fiber,0
C001954,70,91.69,6450.48,3,0,25,month-to-month,mailed_check,dsl,0
C001746,72,81.09,5758.78,4,0,6,month-to-month,bank_transfer,fiber,0
C003132,55,100.03,5451.42,2,0,73,month-to-month,electronic_check,fiber,0
C008036,70,113.13,7905.39,3,0,15,month-to-month,mailed_check,none,0
C008850,19,69.2,1312.25,3,0,23,one-year,electronic_check,fiber,0
C000994,39,77.2,3104.92,3,0,83,month-to-month,bank_transfer,none,1
C006108,44,62.86,2830.28,5,0,89,one-year,bank_transfer,dsl,0
C000730,53,47.55,2508.07,2,0,87,month-to-month,credit_card,fiber,0
C006974,23,30.39,686.46,2,0,23,one-year,electronic_check,dsl,0
C006273,61,40.38,2477.8,2,0,68,month-to-month,mailed_check,dsl,0
C006751,31,31.44,964.53,3,2,11,month-to-month,electronic_check,none,0
C003509,26,106.02,2751.97,1,0,68,month-to-month,bank_transfer,dsl,0
C003533,72,113.23,8084.26,4,1,13,month-to-month,credit_card,none,0
C002513,55,89.83,4971.98,4,0,79,month-to-month,mailed_check,dsl,1
C005436,30,43.08,1256.47,4,0,47,one-year,mailed_check,fiber,0
C003625,54,24.93,1373.71,5,0,77,two-year,electronic_check,fiber,0
C000465,70,100.98,7027.67,4,1,39,two-year,electronic_check,dsl,0
C006755,66,87.11,5823.65,3,0,87,month-to-month,mailed_check,dsl,0
C006759,69,78.12,5302.94,4,0,0,month-to-month,credit_card,fiber,0
C007991,2,62.4,107.1,4,1,53,one-year,credit_card,fiber,0
C000157,41,78.95,3118.95,5,0,59,two-year,electronic_check,fiber,0
C003960,69,44.38,3100.26,2,0,68,month-to-month,electronic_check,fiber,0
C008832,69,62.73,4326.66,4,0,13,month-to-month,mailed_check,fiber,0
C005470,43,43.58,1895.48,4,0,56,one-year,electronic_check,none,0
C000185,33,106.62,3482.04,4,1,3,one-year,bank_transfer,none,0
C001002,41,76.92,3119.45,5,0,13,month-to-month,electronic_check,none,0
C009508,59,82.78,4909.75,1,0,31,month-to-month,bank_transfer,fiber,0
C005623,63,77.81,4814.33,2,0,38,one-year,bank_transfer,fiber,0
C000400,72,88.18,6355.64,2,0,12,month-to-month,mailed_check,fiber,0
C006240,47,99.26,4679.24,5,0,1,month-to-month,electronic_check,none,0
C008940,7,96.91,678.74,4,0,31,two-year,bank_transfer,dsl,0
C009932,1,103.04,58.44,3,0,54,month-to-month,electronic_check,dsl,1
C007342,61,30.17,1822.44,1,0,31,month-to-month,mailed_check,dsl,0
C009832,27,107.31,2881.18,2,0,83,one-year,mailed_check,fiber,0
C008466,29,40.87,1279.4,3,0,5,one-year,electronic_check,none,0
C008756,53,113.94,6020.72,3,1,14,month-to-month,credit_card,none,0
C007958,70,116.78,8159.41,1,1,4,month-to-month,mailed_check,fiber,0
C001250,18,103.32,1782.14,4,0,64,one-year,credit_card,fiber,1
C003143,41,53.8,2138.89,3,0,16,month-to-month,electronic_check,none,1
C007430,65,46.01,2988.87,4,2,45,two-year,mailed_check,dsl,0
C000059,50,25.55,1329.72,1,0,88,month-to-month,bank_transfer,dsl,0
C007855,60,83.06,5020.84,5,0,83,two-year,credit_card,dsl,0
C001113,22,115.21,2461.1,2,0,23,month-to-month,mailed_check,none,0
C003057,11,50.46,607.51,5,0,54,two-year,electronic_check,fiber,0
C009569,70,118.46,8267.42,4,0,23,month-to-month,bank_transfer,dsl,0
C001328,49,60.3,3042.92,4,0,63,month-to-month,credit_card,none,0
C004995,16,64.67,1080.01,5,2,17,two-year,credit_card,dsl,0
C006682,54,106.78,5843.26,3,0,83,month-to-month,bank_transfer,fiber,0
C002072,29,50.36,1493.51,5,1,89,month-to-month,electronic_check,none,1
C004793,19,24.5,556.84,1,0,79,month-to-month,bank_transfer,none,0
C006829,22,28.99,619.2,5,0,5,two-year,electronic_check,fiber,0
C009629,31,66.76,2076.7,4,0,36,month-to-month,bank_transfer,fiber,0
C008218,36,81.18,2881.92,4,0,34,month-to-month,credit_card,fiber,0
C007567,17,55.18,919.93,1,0,23,month-to-month,electronic_check,none,0
C005922,48,91.72,4430.15,2,1,45,month-to-month,bank_transfer,fiber,0
C001550,21,106.35,2357.13,2,1,47,month-to-month,credit_card,fiber,0
C001009,38,105.72,4005.25,3,0,89,month-to-month,electronic_check,dsl,0
C003755,24,43.8,1125.53,4,0,37,one-year,bank_transfer,dsl,0
C008681,10,34.89,439.35,4,0,63,month-to-month,bank_transfer,dsl,0
C009342,33,63.25,2077.31,4,0,26,one-year,credit_card,none,0
C008009,39,59.97,2286.81,1,0,50,one-year,bank_transfer,dsl,0
C003860,40,41.39,1610.76,5,0,18,month-to-month,credit_card,fiber,0
C003148,72,102.64,7404.36,2,0,40,month-to-month,credit_card,fiber,0
C002519,72,21.97,1557.4,2,0,72,month-to-month,bank_transfer,none,0
C003127,66,89.85,5842.75,3,1,12,two-year,electronic_check,none,0
C009084,30,90.69,2705.49,5,0,18,two-year,mailed_check,dsl,0
C005316,39,54.64,2155.7,3,0,74,month-to-month,credit_card,none,0
C001195,46,61.56,2867.14,1,0,89,month-to-month,credit_card,dsl,0
C009050,3,50.35,238.56,4,0,56,month-to-month,bank_transfer,none,0
C000879,46,48.1,2149.69,2,1,53,month-to-month,credit_card,fiber,0
C006989,10,86.68,878.77,3,0,22,one-year,credit_card,dsl,0
C002487,4,21.95,80.02,5,1,50,one-year,electronic_check,none,0
C002840,32,107.62,3492.12,5,0,49,month-to-month,credit_card,none,0
C004329,64,80.12,5140.04,3,1,28,month-to-month,bank_transfer,fiber,0
C002930,13,49.61,617.31,5,1,60,two-year,bank_transfer,fiber,0
C006424,70,27.72,2017.19,5,0,22,month-to-month,credit_card,fiber,0
C002485,26,99.04,2577.44,2,0,0,month-to-month,mailed_check,fiber,0
C005747,18,103.55,1804.2,2,0,18,month-to-month,electronic_check,fiber,0
C000883,12,115.98,1360.74,4,0,44,two-year,bank_transfer,dsl,1
C004914,56,52.68,2989.98,4,0,48,one-year,bank_transfer,fiber,0
C006210,5,81.62,355.06,4,0,36,one-year,electronic_check,fiber,0
C009578,10,30.37,307.97,1,0,67,month-to-month,electronic_check,fiber,0
C000211,52,44.51,2313.79,5,1,29,one-year,electronic_check,none,0
C002275,31,95.68,2937.2,1,0,22,month-to-month,bank_transfer,fiber,0
C002328,2,47.68,24.84,1,0,50,month-to-month,electronic_check,fiber,0
C004950,24,20.44,449.08,5,0,85,month-to-month,mailed_check,dsl,0
C003319,3,62.86,200.0,3,0,53,month-to-month,mailed_check,dsl,0
C009834,9,109.46,875.8,2,0,84,two-year,mailed_check,dsl,0
C004607,35,72.8,2607.25,2,0,85,month-to-month,credit_card,fiber,0
C001438,23,105.43,2334.52,1,0,59,one-year,credit_card,none,0
C000467,43,34.14,1467.3,5,0,30,month-to-month,electronic_check,none,0
C005466,3,58.39,293.42,1,0,50,month-to-month,mailed_check,dsl,0
C003329,67,67.57,4520.05,2,0,31,one-year,bank_transfer,none,0
C005828,9,81.12,751.14,5,0,27,month-to-month,credit_card,none,0
C008607,26,116.91,3026.61,3,1,24,month-to-month,bank_transfer,dsl,0
C000696,52,32.39,1644.71,4,0,53,month-to-month,credit_card,none,0
C007267,30,37.0,1201.05,3,1,59,one-year,electronic_check,fiber,0
C009144,60,76.88,4602.63,2,0,89,two-year,credit_card,dsl,0
C008180,35,66.34,2349.67,2,0,56,month-to-month,credit_card,fiber,0
C009938,45,97.96,4394.26,2,1,89,one-year,mailed_check,fiber,0
C001314,65,89.19,5761.54,5,1,62,two-year,mailed_check,dsl,0
C002301,11,85.97,948.16,3,1,23,one-year,bank_transfer,none,0
C002039,33,112.66,3806.18,3,1,23,one-year,credit_card,fiber,0
C007108,21,50.49,999.57,5,2,40,month-to-month,bank_transfer,dsl,0
C003666,43,65.69,2775.08,5,0,49,month-to-month,electronic_check,dsl,0
C000914,43,46.41,2027.77,2,0,20,two-year,bank_transfer,none,0
C000012,53,40.44,2102.54,1,0,57,month-to-month,mailed_check,fiber,0
C008583,5,83.93,420.91,1,0,41,month-to-month,mailed_check,fiber,0
C006427,43,35.88,1619.57,4,1,88,month-to-month,mailed_check,dsl,0
C001536,12,32.29,405.21,3,0,41,month-to-month,mailed_check,fiber,0
C000736,53,81.27,4336.78,1,0,48,month-to-month,bank_transfer,none,0
C008201,22,20.02,402.85,2,1,24,month-to-month,credit_card,dsl,0
C008652,24,36.92,913.83,2,0,32,month-to-month,electronic_check,fiber,0
C000453,2,37.46,39.82,4,1,10,month-to-month,credit_card,none,0
C004345,37,77.7,2911.16,1,0,5,month-to-month,credit_card,dsl,0
C000927,22,101.73,2194.3,5,0,7,two-year,credit_card,fiber,0
C006291,47,56.13,2634.38,4,0,27,two-year,credit_card,none,0
C008281,29,20.37,548.1,5,1,29,month-to-month,electronic_check,dsl,0
C008722,55,88.17,4909.14,2,1,48,one-year,bank_transfer,fiber,0
C006473,69,28.17,1907.32,4,0,43,two-year,mailed_check,fiber,0
C000037,60,39.01,2359.81,3,1,39,month-to-month,mailed_check,dsl,0
C005770,24,23.34,557.0,1,0,56,month-to-month,bank_transfer,dsl,0
C002554,71,88.31,6325.16,4,0,18,month-to-month,electronic_check,dsl,0
C007632,72,115.27,8266.08,4,0,12,month-to-month,mailed_check,dsl,0
C009998,41,50.37,2021.99,5,0,4,month-to-month,bank_transfer,fiber,1
C006620,9,98.69,887.85,5,0,24,month-to-month,mailed_check,none,0
C000940,50,89.27,4501.79,4,1,11,month-to-month,bank_transfer,dsl,0
C007398,3,29.38,43.02,3,1,72,month-to-month,credit_card,dsl,0
C006128,24,28.47,735.92,3,1,6,month-to-month,bank_transfer,dsl,0
C009829,24,109.37,2664.93,5,0,54,two-year,bank_transfer,dsl,0
C002680,9,119.69,1141.6,3,0,15,one-year,mailed_check,dsl,0
C004354,35,88.61,3167.66,1,0,3,one-year,electronic_check,dsl,0
C003058,29,90.96,2602.34,4,0,26,two-year,credit_card,fiber,0
C007880,26,30.43,796.18,3,0,39,month-to-month,credit_card,fiber,0
C000738,54,111.41,5983.49,1,1,41,month-to-month,mailed_check,fiber,0
C000538,39,56.94,2209.37,1,0,28,month-to-month,credit_card,dsl,0
C003325,57,41.42,2292.06,4,0,13,month-to-month,credit_card,fiber,0
C004239,18,116.1,2011.7,3,0,80,month-to-month,credit_card,dsl,0
C001400,62,36.11,2289.96,5,1,45,month-to-month,credit_card,fiber,0
C004046,33,46.48,1485.07,4,1,2,one-year,credit_card,none,0
C005137,48,88.13,4272.0,4,1,43,one-year,credit_card,dsl,0
C004229,2,59.03,106.81,4,2,35,one-year,credit_card,fiber,0
C004191,25,49.25,1220.6,2,0,32,month-to-month,bank_transfer,dsl,1
C009142,7,84.35,603.26,2,0,50,month-to-month,electronic_check,dsl,0
C005538,59,71.85,4307.66,4,0,54,one-year,electronic_check,dsl,0
C002692,66,60.84,4001.18,2,1,36,month-to-month,mailed_check,dsl,0
C005340,22,97.2,2156.74,3,0,25,month-to-month,bank_transfer,fiber,1
C009917,26,44.85,1099.24,5,0,42,one-year,electronic_check,dsl,0
C007670,6,47.4,256.95,4,0,53,month-to-month,mailed_check,dsl,1
C009173,37,75.71,2843.89,3,0,66,month-to-month,bank_transfer,fiber,0
C001807,35,115.01,4048.36,4,1,12,month-to-month,electronic_check,dsl,1
C005111,50,49.77,2537.58,1,1,61,month-to-month,mailed_check,dsl,0
C003989,35,58.66,2124.58,3,0,44,month-to-month,electronic_check,fiber,0
C003455,63,27.89,1793.11,1,1,56,one-year,electronic_check,fiber,0
C002907,69,102.89,7151.95,1,0,19,month-to-month,electronic_check,dsl,0
C006651,61,72.74,4526.92,2,1,49,one-year,electronic_check,none,0
C008287,28,116.72,3316.71,5,1,66,month-to-month,electronic_check,dsl,0
C006244,58,102.17,5918.91,5,0,38,month-to-month,mailed_check,fiber,0
C002697,31,103.03,3269.35,2,0,24,two-year,credit_card,dsl,0
C004016,20,85.06,1682.97,3,0,74,month-to-month,credit_card,dsl,0
C004339,37,51.2,1858.57,4,0,48,month-to-month,bank_transfer,fiber,0
C004645,30,69.78,2148.05,2,0,32,month-to-month,bank_transfer,dsl,0
C007739,34,91.51,3081.03,1,0,33,month-to-month,electronic_check,none,0
C007091,34,43.8,1540.21,4,0,1,month-to-month,bank_transfer,fiber,0
C004692,72,93.58,6795.15,5,1,46,month-to-month,mailed_check,dsl,0
C001739,15,53.19,756.84,3,0,44,two-year,mailed_check,fiber,1
C005406,53,98.2,5266.08,4,0,5,two-year,mailed_check,fiber,0
C004588,44,97.33,4356.15,3,0,9,month-to-month,mailed_check,fiber,0
C003125,65,55.62,3605.78,2,0,25,month-to-month,credit_card,fiber,0
C002157,46,115.45,5343.35,2,0,78,month-to-month,bank_transfer,fiber,1
C005333,65,20.76,1280.55,2,0,40,month-to-month,credit_card,fiber,0
C008636,2,20.67,138.6,3,1,76,month-to-month,mailed_check,fiber,0
C001825,65,75.83,4891.37,1,1,15,one-year,credit_card,dsl,0
C004230,6,26.59,124.92,3,0,66,month-to-month,bank_transfer,dsl,0
C003487,70,26.34,1829.33,4,0,35,month-to-month,mailed_check,fiber,0
C009053,53,103.17,5500.87,3,1,50,month-to-month,mailed_check,fiber,1
C009768,51,39.16,1956.81,1,0,49,two-year,electronic_check,fiber,0
C003647,44,44.77,1930.18,4,0,37,month-to-month,mailed_check,fiber,0
C005902,7,60.3,406.51,1,0,30,month-to-month,mailed_check,fiber,0
C006385,40,45.17,1805.93,2,0,12,month-to-month,electronic_check,dsl,0
C005638,8,74.78,568.3,3,1,87,two-year,mailed_check,dsl,0
C006423,51,32.04,1687.99,3,0,19,two-year,mailed_check,fiber,0
C007826,21,107.16,2224.15,1,1,86,one-year,electronic_check,fiber,0
C007743,15,78.1,1215.69,1,0,22,month-to-month,credit_card,none,0
C003012,4,87.69,327.36,4,0,58,month-to-month,bank_transfer,fiber,0
C007671,32,112.36,3577.84,5,0,69,two-year,credit_card,dsl,0
C009548,69,28.7,1884.68,1,0,54,month-to-month,mailed_check,none,0
C009977,67,76.6,5147.74,3,1,60,two-year,mailed_check,dsl,0
C003080,32,41.05,1396.02,2,0,21,two-year,mailed_check,fiber,0
C003520,60,81.75,4950.54,1,0,17,month-to-month,bank_transfer,dsl,1
C004978,67,30.53,2029.42,3,0,62,month-to-month,credit_card,dsl,0
C007619,58,118.38,6921.0,4,0,48,month-to-month,bank_transfer,dsl,0
C004347,11,103.35,1091.68,5,0,75,month-to-month,mailed_check,dsl,0
C008440,34,97.86,3406.53,2,1,64,one-year,bank_transfer,none,0
C001346,62,115.47,7142.87,1,1,40,month-to-month,mailed_check,none,1
C007087,17,35.26,603.69,5,0,62,month-to-month,mailed_check,dsl,0
C008947,3,22.29,38.81,1,0,69,two-year,bank_transfer,dsl,0
C005651,54,64.44,3488.78,5,2,45,month-to-month,credit_card,fiber,1
